"","taxon_oid","NCBI.Assembly.Accession","Species","Biotic.Relationships","Habitat","Isolation","Phenotype","Relevance","Host.Name","Diseases","Ecosystem","Ecosystem.Category","Ecosystem.Subtype","Ecosystem.Type","Specific.Ecosystem"
"157",2806311048,NA,"Pseudomonas fluorescens",NA,NA,"soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"158",2639762651,"GCA_900101085.1","Pseudomonas grimontii",NA,NA,"mineral water",NA,NA,NA,NA,"Environmental","Aquatic","Unclassified","Unclassified","Unclassified"
"159",2990219107,"GCA_014235765.1","Pseudomonas baltica",NA,NA,"raw milk",NA,NA,NA,NA,"Engineered","Food production","Unclassified","Dairy products","Unclassified"
"160",2648501898,"GCA_001293975.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"161",2962433822,"GCA_003151075.1","Pseudomonas sp. 31-12",NA,NA,"soil",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"162",8034996212,"GCA_004801935.1","Pseudomonas atacamensis",NA,NA,"soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"163",8044926251,"GCA_003702205.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"164",2734482498,"GCA_001374475.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2627853862,"GCA_000801795.1","Pseudomonas fluorescens",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"166",2531839182,"GCA_000307715.1","Pseudomonas viridiflava","Symbiotic","Plants","isolated from Phytophthora sp.-infected rhododendron leaf",NA,"Plant Pathogen","Rhododendron",NA,"Host-associated","Plants","Phylloplane/Leaf","Phyllosphere","Unclassified"
"167",2775506784,"GCA_000223945.2","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"168",2918239079,NA,"Pseudomonas sp. BP8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2893618810,"GCA_024169245.1","Pseudomonas koreensis",NA,NA,"Soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"170",2728369410,"GCA_002010845.1","Pseudomonas sp. JdFR-92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",8045038408,"GCA_900602515.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2721755517,"GCA_001913215.1","Pseudomonas syringae",NA,NA,"kiwifruit orchard",NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Orchard soil"
"173",8078618946,"GCA_024259725.1","Pseudomonas sp. ZM25",NA,NA,"activated sludge",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2731958037,"GCA_001375315.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2548876816,"GCA_000250615.1","Pseudomonas fragi",NA,NA,NA,NA,"Agricultural",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"177",2758568623,"GCA_002091775.1","Pseudomonas oleovorans",NA,NA,"Sinus drainage",NA,NA,NA,NA,"Host-associated","Mammals","Nasal cavity","Respiratory system","Unclassified"
"178",8011143647,"GCA_009659615.1","Pseudomonas haemolytica",NA,NA,"skimmed milk concentrate",NA,NA,NA,NA,"Engineered","Food production","Unclassified","Dairy products","Unclassified"
"179",2972070075,"GCA_003612935.1","Pseudomonas fluorescens",NA,NA,"soil",NA,"Industrial",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"180",2667527606,"GCA_000705195.1","Pseudomonas aeruginosa",NA,NA,"cystic fibrosis patient",NA,"Medical",NA,NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"181",2695420908,"GCA_001181625.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",8044517297,"GCA_003701825.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution","Phaseolus vulgaris",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"183",2571042699,"GCA_000480785.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"184",2713896868,"GCA_001401155.1","Pseudomonas tremae",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"185",2757320527,NA,"Pseudomonas sp. OV657",NA,NA,NA,NA,NA,"Populus",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"186",2988781840,"GCA_002165135.1","Pseudomonas sp. SID14000",NA,NA,NA,NA,NA,NA,NA,"Engineered","Lab enrichment","Unclassified","Unclassified","Unclassified"
"187",2639762577,"GCA_900104885.1","Pseudomonas trivialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2660238684,"GCA_001444895.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Model Organism",NA,NA,NA,NA,NA,NA,NA
"189",2918548257,"GCA_024169625.1","Pseudomonas poae",NA,NA,"Soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"190",2939002657,"GCA_002024285.1","Pseudomonas syringae",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"191",8034959130,"GCA_002835605.1","Pseudomonas pharmacofabricae",NA,NA,"pharmaceutical wastewater",NA,NA,NA,NA,"Engineered","Wastewater","Unclassified","Unclassified","Unclassified"
"192",8061757646,"GCA_900582365.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",2916996477,"GCA_001722005.2","Pseudomonas aeruginosa",NA,NA,"soil",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"194",8061679661,"GCA_900589215.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",2513237292,"GCA_000222125","Pseudomonas sp. S9","Free living","Soil, Wastewater","mangrove soil in Xiamen, China",NA,"Bioremediation, Environmental",NA,"None","Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"196",2767802278,"GCA_900067035.1","Pseudomonas sp. 1 R 17",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"197",8077497886,"GCA_023100865.1","Pseudomonas sp. A2",NA,NA,NA,NA,"Environmental","activated sludge",NA,NA,NA,NA,NA,NA
"198",2675903566,"GCA_001535675.1","Pseudomonas aeruginosa",NA,NA,"mid stream urine of a 33 year female patient with a history of genito-urinary Tuberculosis",NA,"Medical",NA,NA,"Host-associated","Mammals: Human","Urine","Urinary system","Unclassified"
"199",2713897216,"GCA_001269485.1","Pseudomonas protegens",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"200",2667527692,"GCA_000506285.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"201",2728369353,"GCA_001708505.1","Pseudomonas sp. TCU-HL1",NA,NA,"soil sample",NA,"Environmental",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"202",2648501512,NA,"Pseudomonas putida",NA,NA,"gutter",NA,NA,NA,NA,"Environmental","Unclassified","Unclassified","Unclassified","Unclassified"
"203",8011248032,"GCA_016925475.1","Pseudomonas aeruginosa",NA,NA,"blood",NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Blood","Circulatory system","Unclassified"
"204",2684623188,"GCA_001307155.1","Pseudomonas fluorescens",NA,"Groundwater","ground water from background well at DOE's FRC site at Oak Ridge",NA,NA,NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"205",8061556040,"GCA_900589015.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",8070587448,"GCA_001453075.1","Pseudomonas aeruginosa",NA,NA,"Cystic fibrosis patient",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"207",2980643513,"GCA_900185255.1","Pseudomonas aeruginosa",NA,NA,"Cystic fibrosis lung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2579778852,"GCA_000689415.1","Pseudomonas knackmussii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2506783058,NA,"Pseudomonas syringae","Free living","Plant surface","Prunus persica",NA,"Evolution, Plant Pathogen","prunus persica",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"210",2576861223,"GCA_000504485.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"211",2873366528,"GCA_003595175.1","Pseudomonas cavernae",NA,NA,"water from karst cave",NA,NA,NA,NA,"Environmental","Aquatic","Unclassified","Unclassified","Unclassified"
"212",2671180035,"GCA_900111735.1","Pseudomonas graminis",NA,"Host","surface plant material from a mixed meadow",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"213",2690316310,"GCA_001180665.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",3007558563,"GCA_016651105.1","Pseudomonas sp. TH15",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"215",2980624079,"GCA_002905685.2","Pseudomonas amygdali",NA,NA,NA,NA,"Agricultural","Prunus avium",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"216",2521172640,"GCA_900215275.1","Pseudomonas sp. LAMO17WK12:I12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2791355559,"GCA_002883975.1","Pseudomonas sp. FW305-42",NA,NA,"Groundwater from well: FW305",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"218",3007893501,"GCA_013386165.1","Pseudomonas gingeri",NA,NA,"Symptomatic mushroom tissue",NA,"Agricultural","Agaricus bisporus",NA,"Host-associated","Fungi","Unclassified","Unclassified","Unclassified"
"219",2671180438,"GCA_001401335.1","Pseudomonas syringae",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"220",2734482259,NA,"Pseudomonas asplenii",NA,NA,"Bulk soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"221",2511231021,"GCA_000282475.1","Pseudomonas sp. GM78",NA,"Root nodule",NA,NA,"Agricultural","Populus deltoides",NA,"Host-associated","Plants","Nodule","Roots","Unclassified"
"222",2791355548,"GCA_002882395.1","Pseudomonas sp. GW460-12-1-14-LB3",NA,NA,"Groundwater from well: GW460",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"223",8072013882,"GCA_003833905.1","Pseudomonas aeruginosa",NA,NA,"adult male urine",NA,"Model Organism","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"224",2519899642,"GCA_000382025.1","Pseudomonas sp. 45MFCol3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2648501374,"GCA_000982125.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"226",2657245614,"GCA_001320085.1","Pseudomonas sp. NBRC 111118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2926928646,NA,"unclassified",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"228",8056120720,"GCA_019139675.1","Pseudomonas maumuensis",NA,NA,"Red cocoyam rhizosphere",NA,"Environmental","Xanthosoma sagittifolium",NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"229",8043885334,"GCA_014230445.1","Pseudomonas cremoris",NA,NA,"skimmed milk concentrate",NA,NA,NA,NA,"Engineered","Food production","Unclassified","Dairy products","Unclassified"
"230",2724679067,"GCA_001601665.1","Pseudomonas aeruginosa",NA,NA,"right knee",NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"231",2867895920,"GCA_024168645.1","Pseudomonas sp. GGS8",NA,NA,"Lusten, MN soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"232",2509276011,"GCA_000513835.1","Pseudomonas thermotolerans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2554235098,"GCA_000390445.1","Pseudomonas putida",NA,NA,NA,NA,"Agricultural",NA,NA,"Engineered","Wastewater","Unclassified","Industrial wastewater","Unclassified"
"234",8044017592,"GCA_003416545.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Coffea arabica",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"235",8035180728,"GCA_003701435.1","Pseudomonas cichorii",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"236",2645727512,"GCA_000974525.1","Pseudomonas abietaniphila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2582581026,"GCA_000696345.1","Pseudomonas donghuensis",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"238",2639762981,"GCA_000801875.1","Pseudomonas fluorescens",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"239",2986565909,"GCA_013374995.1","Pseudomonas eucalypticola",NA,NA,"plant leaf",NA,NA,NA,NA,"Host-associated","Plants","Phylloplane/Leaf","Phyllosphere","Unclassified"
"240",8035338204,"GCA_900455475.1","Pseudomonas alcaligenes",NA,NA,"Swimming Pool",NA,NA,NA,NA,"Engineered","Built environment","Unclassified","Unclassified","Unclassified"
"241",2904518522,NA,"Pseudomonas fluorescens",NA,NA,"transgenic sorghum/grain sorghum rhizosphere",NA,NA,NA,NA,"Host-associated","Plants","Rhizosphere","Roots","Unclassified"
"242",2788499839,NA,"Pseudomonas sp. LP_4_YM",NA,NA,"Lodgepole pine tissue",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"243",2713896844,"GCA_001400115.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"244",8044050095,"GCA_003699755.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Zizania aquatica L.",NA,"Host-associated","Unclassified","Unclassified","Unclassified","Unclassified"
"245",2690316074,"GCA_001320835.1","Pseudomonas sp. NBRC 111138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",2599185323,"GCA_900101575.1","Pseudomonas sp. NFACC37-1",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"247",2518645594,"GCA_003253635.1","Pseudomonas sp. URIL14HWK12:I2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",8035515336,"GCA_001906615.1","Pseudomonas protegens",NA,NA,"stem",NA,"Environmental","Piper auritum",NA,"Host-associated","Plants","Stem","Phyllosphere","Unclassified"
"249",2579779027,"GCA_000629305.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"250",2917099900,"GCA_002236105.1","Pseudomonas umsongensis",NA,NA,"agricultural soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"251",8044087644,"GCA_003416325.1","Pseudomonas coronafaciens",NA,NA,NA,NA,"Evolution","Coffea arabica",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"252",8044932364,"GCA_003415755.1","Pseudomonas amygdali",NA,NA,NA,NA,"Evolution","Coffea arabica",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"253",8035085127,"GCA_003205305.1","Pseudomonas soli",NA,NA,NA,NA,"Environmental",NA,NA,NA,NA,NA,NA,NA
"254",2917119243,"GCA_001870435.1","Pseudomonas costantinii",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"255",2648501455,"GCA_001306495.1","Pseudomonas putida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",8011362056,"GCA_900144395.1","Pseudomonas aeruginosa",NA,NA,"Human Urine",NA,NA,"Homo sapiens","Urinary tract infection","Host-associated","Mammals: Human","Urine","Urinary system","Unclassified"
"257",2966791590,NA,"Pseudomonas syringae",NA,NA,"Plant surface",NA,NA,"Hordeum vulgare",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"258",8073944910,"GCA_021602525.1","Pseudomonas tohonis",NA,NA,NA,NA,NA,"Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"259",2627854246,"GCA_000774145.1","Pseudomonas mediterranea","Free living",NA,"Lycopersicon esculentum",NA,"Industrial","Lycopersicon esculentum",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"260",8043900492,"GCA_015163725.1","Pseudomonas cyclaminis",NA,NA,NA,NA,"Agricultural","Cyclamen",NA,"Host-associated","Unclassified","Unclassified","Unclassified","Unclassified"
"261",2965885166,"GCA_003851285.1","Pseudomonas chlororaphis",NA,NA,"white clover rhizosphere",NA,"Agricultural","Trifolium sp.",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"262",2687453531,"GCA_001516105.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"263",2582580912,"GCA_000503215.1","Pseudomonas canadensis",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"264",2681812917,"GCA_900156465.1","Pseudomonas sp. 7SR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2675903378,"GCA_001181325.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",2919481497,"GCA_031456695.1","Pseudomonas brassicacearum",NA,NA,"smooth brome grass roots",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"267",2908435785,"GCA_003852295.1","Pseudomonas sp. R11-23-07",NA,NA,"wheat rhizosphere",NA,"Agricultural","Triticum sp.",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"268",2791355624,"GCA_002881845.1","Pseudomonas sp. GP01-A4",NA,NA,"Groundwater from well: GP01",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"269",2713897318,NA,"Pseudomonas syringae",NA,NA,NA,NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"270",8035233717,"GCA_002303965.1","Pseudomonas kilonensis",NA,NA,"compost soil",NA,NA,NA,NA,"Engineered","Solid waste","Unclassified","Composting","Unclassified"
"271",2599185248,"GCA_900106735.1","Pseudomonas sp. NFACC08-1",NA,NA,"single colony isolate",NA,NA,NA,NA,"Host-associated","Plants","Rhizoplane","Roots","Endophytes"
"272",8035372141,"GCA_002269485.1","Pseudomonas fragi",NA,NA,"aerobically stored lamb",NA,NA,NA,NA,"Engineered","Food production","Unclassified","Meat products","Unclassified"
"273",2648501304,"GCA_001295285.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2654587609,"GCA_001293575.1","Pseudomonas syringae group genomosp. 3",NA,NA,NA,NA,"Evolution",NA,NA,NA,NA,NA,NA,NA
"275",2808606355,NA,"Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",3007488259,"GCA_008369325.1","Pseudomonas sp. ANT_H12B",NA,NA,"petroleum-contaminated soil collected near the petroleum pumping and storage warehouse at the Henryk Arctowski Polish Antarctic Station",NA,"Industrial",NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Oil-contaminated"
"277",8044499479,"GCA_002269785.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Agricultural",NA,NA,NA,NA,NA,NA,NA
"278",2700989465,"GCA_001320745.1","Pseudomonas sp. NBRC 111136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",8061561671,"GCA_900588545.1","Pseudomonas viridiflava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2695420853,"GCA_001180425.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2791355524,"GCA_002884085.1","Pseudomonas sp. FW306-2-2C-A10BC",NA,NA,"Groundwater from well: FW306",NA,"Environmental",NA,NA,"Environmental","Aquatic","Groundwater","Freshwater","Unclassified"
"282",2808606397,NA,"Pseudomonas chlororaphis",NA,NA,"soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"283",2747842422,NA,"unclassified",NA,NA,NA,NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Unclassified"
"284",2571042077,"GCA_000480885.1","Pseudomonas aeruginosa",NA,NA,NA,NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Unclassified","Unclassified","Unclassified"
"285",2700989495,"GCA_001439695.1","Pseudomonas veronii",NA,NA,"mineral water",NA,"Evolution",NA,NA,"Environmental","Aquatic","Unclassified","Unclassified","Unclassified"
"286",2690315913,"GCA_001542695.1","Pseudomonas fluorescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",8052546233,"GCA_002554535.1","Pseudomonas putida",NA,NA,"blood",NA,"Medical",NA,NA,NA,NA,NA,NA,NA
"288",2731958032,"GCA_001375115.1","Pseudomonas aeruginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",8044464241,"GCA_003412915.1","Pseudomonas savastanoi",NA,NA,NA,NA,"Evolution","Phaseolus vulgaris",NA,"Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"290",2842805378,NA,"unclassified",NA,NA,"Plant root",NA,NA,NA,NA,"Host-associated","Plants","Unclassified","Roots","Unclassified"
"291",2554235471,"GCA_000480725.1","Pseudomonas aeruginosa",NA,NA,"Corneal Scraping",NA,"Medical","Homo sapiens",NA,"Host-associated","Mammals: Human","Eye","Visual system","Unclassified"
"292",2505313044,NA,"Pseudomonas syringae","Free living","Plants","fruit of Cucumis sativus",NA,"Evolution, Plant Pathogen","Cucumis sativus","Angular leaf spot","Host-associated","Plants","Unclassified","Unclassified","Unclassified"
"293",2784132035,"GCA_002029325.1","Pseudomonas veronii",NA,NA,"crude oil contaminated soil",NA,NA,NA,NA,"Environmental","Terrestrial","Unclassified","Soil","Contaminated"
